X,Y,OBJECTID,Facility_ID,Facility_Name,Facility_Type_Code,Facility_Type,Map_Symbol,Facility_Type_Detail,Facility_Type_Abbreviation,Licensed_Beds_Total,Telephone,County,Address_Full,LAT,LON,CDPHE_HFEMS_Licensed,Operating_Status,Designation_Level,Date_Data_Updated,Source
492351.007018501,4431498.7854804,3404,10NHRE,WEHOPE COLORADO,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 243-9639,BOULDER,"753 CARBONATE LN, ERIE, CO 80516",40.033676,-105.089653,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
515957.373319885,4308187.49362309,3405,10NJUQ,VISTA CARE COLORADO LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(920) 457-0826,EL PASO,"6385 CORPORATE DR STE 200, COLORADO SPRINGS, CO 80919",38.922455,-104.815918,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
526597.913429496,4397273.46073462,3406,10NM9B,RATCLIFF HOUSE LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(864) 309-3575,ARAPAHOE,"25552 E 5TH PL, AURORA, CO 80018",39.724926,-104.689644,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
522566.411144379,4384480.1942046,3407,10NO22,CREATIVE PERSONAL CARE SERVICES LLC,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG,HCBS,0,(303) 903-5573,ARAPAHOE,"21622 E ALAMO PL, AURORA, CO 80015",39.609772,-104.737122,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
517267.681294139,4397746.0394414,3408,10NQ7L,CARING VOICES,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG,HCBS,0,(720) 447-2908,ARAPAHOE,"794 MEPHIS STREET, AURORA, CO 80011",39.729424,-104.7985,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
514414.982002793,4391872.93479151,3409,10NQEV,TOPCARE SOLUTIONS,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 404-5614,ARAPAHOE,"2260 S XANADU WAY STE 218, AURORA, CO 80014",39.676559,-104.831917,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
493426.912326265,4484959.80789519,3410,10NWOF,MOSAIC,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG,HCBS,0,(970) 461-2400,LARIMER,"5131 SOUTH COLLEGE AVE UNIT B, FORT COLLINS, CO 80525",40.515335,-105.077591,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
499787.416089692,4395605.04866179,3411,10NYU0,MY FRIENDS HOUSE,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 418-9313,DENVER,"1239 W NEVADA PL, DENVER, CO 80223",39.710308,-105.00248,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
528388.387734775,4382128.90604868,3412,10NYWE,TRINITY HEALTHCARE LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 277-5321,ARAPAHOE,"7070 S URIAH ST, AURORA, CO 80016",39.588413,-104.669403,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
512937.262659106,4403707.90292802,3413,10O156,COMING FULL CIRCLE LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 307-8855,DENVER,"4705 PARIS ST  STE 100, DENVER, CO 80239",39.783218,-104.848915,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
507807.266288948,4391772.38828041,3414,10O158,SHIELDS FOUNDATION LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(772) 353-9132,DENVER,"2253 S ONEIDA ST, SUITE 201, DENVER, CO 80224",39.675739,-104.908966,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
517985.379861589,4313604.44767474,3415,10O160,CHERYL SUE JUTRAS LIMITED,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(719) 592-0295,EL PASO,"2020 SURFWOOD LANE, COLORADO SPRINGS, CO 80920",38.97123,-104.792381,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
509723.462343953,4393053.55393534,3416,10O179,NOSTALGIA GROUP INC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 298-0027,ARAPAHOE,"1602 S PARKER RD STE 312, DENVER, CO 80231",39.687263,-104.886604,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
507815.325168855,4392872.80512167,3417,10O191,DENVER HOME CARE SOLUTIONS LLC,SE1,All Other Factypes,Home Care Placement,HOME CARE PLACEMENT AGENCY,HCPA,0,(303) 483-5545,DENVER,"6840 E MEXICO AVE, DENVER, CO 80224",39.685654,-104.908859,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
484525.733087579,4409101.46996771,3418,10O236,CY-LES RANCH,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 423-1338,JEFFERSON,"16155 W 74TH DR, ARVADA, CO 80007",39.831772,-105.18084,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
517937.056149903,4392748.34979248,3419,10O237,KINGDOM ADULT CARE LLC,S22,All Other Factypes,Adult Day Care Facility,ADULT DAY,ADAY,0,(303) 353-2343,ARAPAHOE,"1770 S BUCKLEY ROAD UNIT 7, AURORA, CO 80017",39.68438,-104.790825,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
511714.039787011,4391010.66362152,3420,10O239,APRIL HOME CARE LLC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(303) 671-0236,ARAPAHOE,"2600 S PARKER RD  BLDG 3 #236, AURORA, CO 80014",39.668831,-104.863426,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
498328.64885753,4400743.61601477,3421,10O240,ROCKY MOUNTAIN COUNSELING,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 252-0345,DENVER,"2727 BRYANT ST  300, DENVER, CO 80211",39.756606,-105.019511,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
525385.344472821,4393005.05237226,3422,10O241,DD SQUARED INC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 123-4567,ARAPAHOE,"1657 S DEGAULLE WAY, AURORA, CO 80018",39.686504,-104.703957,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
182529.807180924,4139551.02040117,3423,10O246,POSITIVE BEHAVIORAL SERVICES OF THE FOUR CORNERS L,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(970) 946-1539,MONTEZUMA,"23 S BEECH ST, STE B102, CORTEZ, CO 81321",37.348404,-108.583839,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
522514.389008331,4386832.23924612,3424,10O28O,GRACEFUL HEARTS,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 690-8563,ARAPAHOE,"4711 S PICADILLY CT, AURORA, CO 80015",39.630966,-104.737648,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
507663.7148555,4401898.07205742,3425,10O299,"ABILITY ACCESS, LLC",S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 299-8781,DENVER,"3550 NIAGARA ST., DENVER, CO 80207",39.766975,-104.910522,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
495017.544308947,4395046.52080625,3426,10O3QF,STARBRIGHT CONNECTIONS LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 946-7367,JEFFERSON,"631 S DEPEW ST, LAKEWOOD, CO 80226",39.705261,-105.058121,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
512105.278604893,4298433.46467743,3427,10O491,MK LEGACY LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(719) 203-1892,EL PASO,"1310 PECAN ST, COLORADO SPRINGS, CO 80904",38.834618,-104.860527,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
524931.954079909,4381288.03309691,3428,10O492,TENDER HEARTS CARE,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 517-1127,ARAPAHOE,"23968 E HINSDALE PL, AURORA, CO 80016",39.580944,-104.709686,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
511980.240778736,4390645.2694779,3429,10O4KA,EVERGREEN AND COMPASSION HOME CARE LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 690-5790,ARAPAHOE,"2821 S PARKER RD STE 2-407, AURORA, CO 80014",39.665535,-104.860329,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
513972.672668856,4399062.28769333,3430,10O533,CHILDREN'S HOSPITAL COLORADO,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 777-4072,ADAMS,"13123 E 16TH AVE, AURORA, CO 80045",39.741344,-104.836922,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
488055.032721587,4405755.54872725,3431,10O593,ABSOLUTE ADULT DAY PROGRAM,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 534-0321,JEFFERSON,"12500 W 58TH AVE UNIT 103, ARVADA, CO 80002",39.801682,-105.139534,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
502628.556418506,4379834.21140533,3432,10O618,JANA NEVILLE CONSULTING,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(435) 757-5356,ARAPAHOE,"8177 S FRANKLIN ST, CENTENNIAL, CO 80122",39.568203,-104.969398,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
508815.474600938,4382704.58011293,3433,10O620,GOLDEN TIME PERSONAL CARE INC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(303) 369-6680,ARAPAHOE,"7955 E ARAPAHOE CT STE 3900, CENTENNIAL, CO 80112",39.594025,-104.897331,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
508851.771074054,4392139.32263706,3434,10O621,ABC HOME SERVICES INC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(720) 309-3953,DENVER,"7808 CHERRY CREEK S DR  STE 407, DENVER, CO 80231",39.679035,-104.896782,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
511898.674341746,4394301.85841454,3435,10O629,ANGEL CARE,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(303) 369-5294,ARAPAHOE,"1010 S JOLIET ST STE 106, AURORA, CO 80012",39.698483,-104.861214,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
506732.093505686,4382209.60866832,3436,10O670,MOUNTAIN STATE MEDICAL MASSAGE,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 841-1042,ARAPAHOE,"6970 SOUTH HOLLY CIRCLE UNIT 104, CENTENNIAL, CO 80012",39.589584,-104.9216,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
492473.735831469,4419360.80234322,3437,10O674,FAMILY ELEMENTS THERAPY,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 946-1097,BROOMFIELD,"80 GARDEN CENTER, BROOMFIELD, CO 80020",39.924316,-105.088074,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
521651.617707334,4474525.73095936,3438,10O675,UNIQUE SERVICES OF NORTHERN COLORADO LTD,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(970) 231-9131,WELD,"1011 39TH AVE SUITE D, GREELEY, CO 80634",40.421078,-104.744774,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
490827.370470038,4493853.84662603,3439,10O698,EMPOWER,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(970) 619-9398,LARIMER,"616 N FREY AVE #2, FORT COLLINS, CO 80521",40.595436,-105.108406,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
512261.315218434,4390436.1739278,3440,10O6JK,STARLIGHT HOME CARE LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 919-3086,ARAPAHOE,"2937 S LANSING WAY, AURORA, CO 80014",39.663647,-104.857056,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
519076.302974063,4415755.0305993,3441,10O6MQ,PASSIONATE CARE SERVICES LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 473-3636,ADAMS,"18055 E 107TH PL, COMMERCE CITY, CO 80022",39.891647,-104.776871,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
521048.487423078,4301505.03215045,3442,10O872,A COGNITIVE CONNECTION LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(719) 233-1199,EL PASO,"2020 N ACADEMY BLVD STE 155, COLORADO SPRINGS, CO 80909",38.862129,-104.757393,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
458460.849735589,4371042.31847917,3443,10O971,"METRO MUSIC THERAPY, INC.",S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 263-5734,PARK,"1113 VIGILANTE AVE., BAILEY, CO 80421",39.487984,-105.483047,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
500561.401392813,4382304.13632739,3444,10O9GV,WHIT - WORKING HARD INDEPENDENTLY & TOGETHER INC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 627-5075,ARAPAHOE,"7126 S APACHE ST, LITTLETON, CO 80120",39.590462,-104.993462,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
513244.183355323,4391664.28900681,3445,10OC6J,AVEANNA HEALTHCARE,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 363-4107,ARAPAHOE,"12100 E ILIFF AVE STE A-250, AURORA, CO 80014",39.674698,-104.845573,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
194737.402629673,4326971.17251255,3446,10OCSM,B THE ABILITY LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(970) 314-5978,MESA,"2841 MAVERICK DR, GRAND JUNCTION, CO 81503",39.038506,-108.526756,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
518335.560856633,4301177.14411576,3447,10OG8O,A KEY TO SUCCESS LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(719) 306-5098,EL PASO,"2210 E LASALLE ST STE 225, COLORADO SPRINGS, CO 80909",38.859235,-104.788671,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
523015.487050401,4402498.24248711,3448,10OGQ6,BEHASSETCARE LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 210-8768,ADAMS,"21998 E 40TH DR, AURORA, CO 80019",39.772106,-104.731262,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
517547.809974918,4296913.71765551,3449,10OH72,KIDS CROSSING,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG,HCBS,0,(719) 271-8632,EL PASO,"1440 E FOUNTAIN BLVD, COLORADO SPRINGS, CO 80910",38.820831,-104.797859,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
514495.843955047,4405180.26568822,3450,10OIIR,LIFE CHANGING CARE LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 236-3846,DENVER,"5554 WORCHESTER ST, DENVER, CO 80239",39.796459,-104.830681,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
479275.330674522,4426058.86686162,3451,10OIYT,EAGLEWINGS CARE LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(650) 283-8694,BOULDER,"615 S 45TH ST, BOULDER, CO 80305",39.984444,-105.242737,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
499913.879364023,4473182.68616312,3452,10OJ1D,ANGEL'S TOUCH HEALTHCARE SERVICES,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(970) 324-0886,LARIMER,"1635 FOXTRAIL DR, LOVELAND, CO 80538",40.40926,-105.001015,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
511507.647473842,4393380.42364121,3453,10OJ9V,GOLDEN MEDICAL TRANSPORTATION SERVICES LLC,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG,HCBS,0,(720) 404-5377,ARAPAHOE,"1450 S HAVANA ST STE 232, AURORA, CO 80012",39.690186,-104.865791,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
513539.394990607,4300092.2099395,3454,10OOTR,STEPPING STONES TO INDEPENDENCE,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(719) 502-1608,EL PASO,"1545 GATEHOUSE CIRCLE NORTH, COLORADO SPRINGS, CO 80904",38.849545,-104.843971,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
507760.694156591,4398399.90398489,3455,10OP67,"SHEKINAH COLLECTIVE, THE",S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(573) 819-2684,DENVER,"1195 NEWPORT ST, DENVER, CO 80220",39.735455,-104.909431,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
522325.657331231,4406456.56479492,3456,10OPG4,LADADA LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 284-8332,ADAMS,"21320 E 61ST AVE, AURORA, CO 80019",39.807789,-104.739182,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
533693.682397393,4235098.37966313,3457,10OTDK,STEEL CITY SERVICES LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(719) 406-6487,PUEBLO,"304 S UNION AVE, PUEBLO, CO 81003",38.26329,-104.614853,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
196266.92144504,4331216.33047446,3458,10OUWL,RESPITE ESSENTIALS LLC,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG,HCBS,0,(970) 846-5102,MESA,"2923 NORTH AVE UNIT 2, GRAND JUNCTION, CO 81504",39.077221,-108.511009,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
534348.636987551,4235170.1495887,3459,10OVQH,BALANCE MASSAGE AND YOGA,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(719) 251-7989,PUEBLO,"245 SANTA FE AVE, PUEBLO, CO 81003",38.263912,-104.607363,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
523128.184097736,4402814.00683421,3460,10OYXD,STARLIGHT CARE LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 300-5732,ADAMS,"4241 N ROME ST, AURORA, CO 80019",39.774948,-104.729935,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
487535.265722371,4384468.24609695,3461,10P113,STEPPING STONE SUPPORT CENTER INC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 872-6882,JEFFERSON,"5895 S ZANG ST, LITTLETON, CO 80127",39.609871,-105.145203,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
511136.498441259,4389441.15843403,3462,10P149,ROUNDUP FELLOWSHIP INC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 377-7370,DENVER,"3443 S GALENA STE 310, DENVER, CO 80231",39.654697,-104.870186,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
511507.647473842,4393380.42364121,3463,10P164,SOZO SSS INTERNATIONAL INC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 436-2898,ARAPAHOE,"1450 S HAVANA ST 620, AURORA, CO 80012",39.690186,-104.865791,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
496930.154142879,4403797.60120984,3464,10P169,MAGGIE MARTIN DEVELOPMENTAL INTERVENTIONIST LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(972) 998-8060,DENVER,"4811 MEADE ST, DENVER, CO 80221",39.784119,-105.035851,HCPF Certified,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
527119.117697407,4396507.25570004,3465,10P174,GRACE CARES LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 327-6860,ARAPAHOE,"26039 E 1ST AVE, AURORA, CO 80018",39.718006,-104.683594,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
514503.779130565,4415484.59972878,3466,10P1YY,HOPE HOMECARE INC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 243-3547,ADAMS,"10617 WORCHESTER ST, COMMERCE CITY, CO 80022",39.889301,-104.83036,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
507746.489313907,4394298.99664792,3467,10P248,G & B HOMECARE SERVICES INC,05E,Home Care Agency,Home Health,HCA LICENSE - IN-HOME SUPPORT SERVICES,HCA-IHSS,0,(303) 388-1082,DENVER,"6825 E TENNESSEE AVE  #530, DENVER, CO 80224",39.698505,-104.909645,Sublicense,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
332112.525607068,4269616.53079437,3468,10P398,SIX POINTS EVALUATION AND TRAINING,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(970) 641-3081,GUNNISON,"1160 N MAIN ST, GUNNISON, CO 81230",38.559147,-106.926857,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
520946.227183408,4391661.08557975,3469,10P508,ALTERNATIVE CHOICE HOME CARE NURSING LLC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 748-0890,ARAPAHOE,"2404 S GENOA WAY, AURORA, CO 80013",39.674515,-104.755768,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
529539.135733376,4232823.14077659,3470,10P527,BOONE GUEST HOME,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(719) 564-0163,PUEBLO,"1339 S PUEBLO BLVD, PUEBLO, CO 81005",38.242931,-104.662437,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
504354.741118518,4382048.3089574,3471,10P632,"C4C, LLC",S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 229-2331,ARAPAHOE,"7087 S MADISON WAY, CENTENNIAL, CO 80122",39.588146,-104.949287,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
511714.039787011,4391010.66362152,3472,10P633,COLORADO PERSONAL HOME HEALTH CARE SYSTEM LLC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(303) 755-7306,ARAPAHOE,"2600 S PARKER RD  STE 6-267, AURORA, CO 80014",39.668831,-104.863426,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
493009.266506501,4401748.81924674,3473,10P635,PROFESSIONAL HOME HEALTH CARE INC,05D,Home Care Agency,Home Health,HCA LICENSE - PERSONAL CARE HOMEMAKER,HCA-PHS,0,(303) 455-1932,JEFFERSON,"3495 WADSWORTH BLVD STE 100B, WHEAT RIDGE, CO 80033",39.765636,-105.081619,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
501965.262821593,4413398.27244337,3474,10P638,A BETTER LIFE EXPERIENCE INC,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 920-9279,ADAMS,"550 EAST THORNTON PARKWAY STE 118, THORNTON, CO 80229",39.870625,-104.97702,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
494872.167080585,4395709.19493195,3475,10P641,EASTER SEALS COLORADO,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(303) 233-1666,JEFFERSON,"5755 W ALAMEDA AVE, LAKEWOOD, CO 80226",39.711231,-105.059822,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
515357.790561498,4396493.39728488,3476,10P644,DRM HOME CARE,S2E,All Other Factypes,Disability Care,SERVICE AGENCY,HCBS-IDD,0,(720) 341-5198,ARAPAHOE,"14343 EAST 1ST DRIVE UNIT 206, AURORA, CO 80011",39.718174,-104.820816,HCPF Certified,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
